,position,fastest_lap_rank
22801,8,8.0
13621,8,9.0
23245,8,8.0
7840,8,12.0
23090,8,11.0
6362,8,5.0
12659,8,17.0
7826,8,14.0
23281,8,10.0
7818,8,6.0
7800,8,10.0
23117,8,6.0
23079,8,5.0
6504,8,6.0
10316,8,11.0
23061,8,12.0
12635,8,12.0
23294,8,10.0
23534,8,10.0
23527,8,9.0
12602,8,9.0
23304,8,17.0
22836,8,9.0
23505,8,10.0
7706,8,10.0
10420,8,12.0
23156,8,9.0
22726,8,10.0
19256,8,3.0
22126,8,10.0
24100,8,13.0
24102,8,14.0
19288,8,9.0
3809,8,10.0
19326,8,13.0
3802,8,13.0
24121,8,16.0
24128,8,6.0
3795,8,3.0
22023,8,10.0
22015,8,17.0
3759,8,8.0
3635,8,18.0
3558,8,2.0
3555,8,6.0
24259,8,11.0
21864,8,15.0
24082,8,3.0
3366,8,2.0
4208,8,7.0
4214,8,11.0
22289,8,7.0
4713,8,5.0
16567,8,18.0
23998,8,10.0
24006,8,17.0
17090,8,7.0
4704,8,16.0
22257,8,6.0
4697,8,8.0
22216,8,7.0
17609,8,7.0
4481,8,12.0
4461,8,8.0
18843,8,5.0
22176,8,10.0
18942,8,2.0
22159,8,5.0
18965,8,3.0
22149,8,4.0
19130,8,8.0
22293,8,5.0
3302,8,9.0
19681,8,8.0
1549,8,15.0
1546,8,17.0
21598,8,4.0
20488,8,9.0
21564,8,5.0
20576,8,7.0
20589,8,18.0
20664,8,14.0
24483,8,6.0
21276,8,8.0
24487,8,10.0
21242,8,6.0
20732,8,10.0
24493,8,8.0
21164,8,8.0
20848,8,7.0
20884,8,10.0
402,8,6.0
24518,8,3.0
1596,8,12.0
24284,8,10.0
1669,8,9.0
24385,8,7.0
19731,8,2.0
24329,8,2.0
21759,8,12.0
19863,8,5.0
24344,8,8.0
21733,8,12.0
19900,8,2.0
19910,8,13.0
21681,8,14.0
19989,8,6.0
21676,8,8.0
19998,8,10.0
20000,8,13.0
20019,8,7.0
20021,8,10.0
20023,8,12.0
20026,8,5.0
2611,8,6.0
24379,8,11.0
20085,8,15.0
16556,8,13.0
22163,8,9.0
5046,8,4.0
15168,8,2.0
22548,8,13.0
22543,8,7.0
5059,8,8.0
23772,8,3.0
4818,8,10.0
15159,8,12.0
15301,8,8.0
5007,8,11.0
15693,8,5.0
15738,8,12.0
22507,8,14.0
23820,8,8.0
23822,8,8.0
22530,8,6.0
22497,8,3.0
15147,8,5.0
15090,8,3.0
23654,8,9.0
14661,8,10.0
22666,8,8.0
5591,8,7.0
23665,8,12.0
5567,8,4.0
23739,8,14.0
14930,8,12.0
5532,8,9.0
23719,8,8.0
22619,8,3.0
14966,8,7.0
23737,8,9.0
15088,8,12.0
23705,8,14.0
23840,8,6.0
22491,8,8.0
4896,8,11.0
23951,8,10.0
16219,8,7.0
16192,8,10.0
22433,8,12.0
4873,8,14.0
23943,8,2.0
23913,8,14.0
23859,8,10.0
22407,8,11.0
16459,8,13.0
16464,8,12.0
4829,8,9.0
23243,9,8.0
23260,9,14.0
23580,9,15.0
24454,9,6.0
6350,9,6.0
24364,9,13.0
1708,9,16.0
1729,9,13.0
4852,9,6.0
4881,9,5.0
6728,9,14.0
23740,9,10.0
2636,9,12.0
5522,9,3.0
24376,9,8.0
5531,9,7.0
4904,9,9.0
23227,9,6.0
23642,9,10.0
7911,9,8.0
24494,9,12.0
23173,9,12.0
7867,9,7.0
23458,9,15.0
7864,9,12.0
23673,9,15.0
24491,9,15.0
24023,9,3.0
5556,9,10.0
24482,9,13.0
5537,9,1.0
5535,9,11.0
23698,9,12.0
24008,9,15.0
23941,9,15.0
1327,9,6.0
23880,9,7.0
23718,9,4.0
5539,9,7.0
23598,9,9.0
7698,9,12.0
5489,9,11.0
7057,9,11.0
3643,9,4.0
23815,9,8.0
4223,9,9.0
3767,9,15.0
3783,9,9.0
23369,9,11.0
24168,9,12.0
7156,9,7.0
3792,9,1.0
6513,9,13.0
6512,9,12.0
24127,9,11.0
24125,9,12.0
23513,9,10.0
23511,9,18.0
4903,9,7.0
4996,9,12.0
7101,9,9.0
4914,9,12.0
23510,9,12.0
3571,9,11.0
23506,9,13.0
5019,9,10.0
7056,9,15.0
2641,9,1.0
23756,9,12.0
23863,9,9.0
23493,9,6.0
2655,9,12.0
5063,9,14.0
23561,9,15.0
24067,9,8.0
23862,9,9.0
2674,9,16.0
5927,9,1.0
24328,9,11.0
5049,9,17.0
23315,9,4.0
5048,9,9.0
23317,9,7.0
23320,9,11.0
23783,9,15.0
24264,9,11.0
23547,9,11.0
7382,9,9.0
5038,9,14.0
4819,9,9.0
20239,9,11.0
12041,9,12.0
21778,9,7.0
22999,9,11.0
14651,9,6.0
21773,9,6.0
23007,9,7.0
22741,9,16.0
22832,9,9.0
19853,9,6.0
22894,9,11.0
12503,9,12.0
23013,9,9.0
22467,9,12.0
22730,9,7.0
22074,9,13.0
16211,9,9.0
16073,9,6.0
16060,9,11.0
22694,9,9.0
21710,9,7.0
22820,9,12.0
14731,9,10.0
20010,9,7.0
17453,9,13.0
22462,9,6.0
22498,9,12.0
22895,9,10.0
22896,9,15.0
22000,9,11.0
12634,9,9.0
22931,9,12.0
21974,9,11.0
22929,9,11.0
13677,9,11.0
10560,9,10.0
22290,9,15.0
22012,9,14.0
19632,9,11.0
16408,9,12.0
21924,9,8.0
22914,9,6.0
16569,9,13.0
22428,9,13.0
22788,9,13.0
12627,9,12.0
22907,9,8.0
19508,9,11.0
22054,9,11.0
21896,9,14.0
19649,9,14.0
19652,9,4.0
21840,9,1.0
20039,9,6.0
10192,9,12.0
22096,9,1.0
15260,9,15.0
20040,9,7.0
15243,9,7.0
8078,9,12.0
23132,9,8.0
8075,9,6.0
20663,9,14.0
23137,9,9.0
21359,9,4.0
19079,9,17.0
20715,9,10.0
21266,9,12.0
15075,9,14.0
21175,9,9.0
22199,9,9.0
18842,9,11.0
20808,9,7.0
22182,9,8.0
15110,9,14.0
8025,9,8.0
21010,9,8.0
22531,9,15.0
14962,9,10.0
22625,9,12.0
22576,9,10.0
17454,9,5.0
20084,9,14.0
20088,9,7.0
19259,9,11.0
14944,9,5.0
22845,9,9.0
14956,9,8.0
19252,9,10.0
22220,9,1.0
11951,9,15.0
20242,9,14.0
12451,9,7.0
20223,9,7.0
14958,9,12.0
20208,9,12.0
16554,9,8.0
14959,9,11.0
19251,9,7.0
22524,9,4.0
12427,9,4.0
22211,9,8.0
15657,9,11.0
22301,10,13.0
12462,10,13.0
22175,10,4.0
23476,10,6.0
24013,10,10.0
22278,10,14.0
17067,10,13.0
23484,10,8.0
23483,10,2.0
23507,10,13.0
22287,10,11.0
12633,10,13.0
6509,10,12.0
16571,10,6.0
24002,10,2.0
18835,10,9.0
4722,10,13.0
15281,10,8.0
12658,10,9.0
23660,10,9.0
23670,10,11.0
15797,10,5.0
22660,10,10.0
15796,10,6.0
23678,10,10.0
4997,10,5.0
22506,10,13.0
15681,10,2.0
23687,10,12.0
15670,10,2.0
5020,10,7.0
5035,10,14.0
22529,10,11.0
15244,10,11.0
23758,10,2.0
23734,10,14.0
22556,10,6.0
5487,10,13.0
22586,10,14.0
22565,10,11.0
5510,10,12.0
23743,10,16.0
4915,10,3.0
4802,10,10.0
22478,10,8.0
23871,10,14.0
16492,10,15.0
6353,10,12.0
13407,10,12.0
22800,10,15.0
22340,10,12.0
16461,10,7.0
23582,10,2.0
4832,10,9.0
22427,10,12.0
23588,10,15.0
4835,10,12.0
4844,10,11.0
23927,10,13.0
23914,10,13.0
22434,10,4.0
22773,10,10.0
4848,10,10.0
18939,10,9.0
23620,10,12.0
22454,10,13.0
22756,10,11.0
22460,10,6.0
6267,10,16.0
14660,10,12.0
23895,10,12.0
6536,10,10.0
12037,10,15.0
7693,10,9.0
23043,10,17.0
2656,10,2.0
21760,10,4.0
10421,10,13.0
7618,10,14.0
19754,10,15.0
21776,10,12.0
19729,10,3.0
19695,10,14.0
23330,10,12.0
21831,10,5.0
23469,10,12.0
19653,10,10.0
21863,10,9.0
3383,10,7.0
21906,10,9.0
3390,10,18.0
3391,10,13.0
10487,10,13.0
23359,10,12.0
19646,10,13.0
23364,10,11.0
23044,10,1.0
23291,10,9.0
24366,10,12.0
24387,10,12.0
24513,10,15.0
20897,10,12.0
23172,10,13.0
23146,10,13.0
21178,10,5.0
21342,10,7.0
8076,10,13.0
21547,10,4.0
7854,10,13.0
7853,10,13.0
21585,10,13.0
22962,10,12.0
23215,10,11.0
24525,10,17.0
1504,10,12.0
20235,10,8.0
23238,10,16.0
23239,10,10.0
1628,10,10.0
7850,10,13.0
24447,10,13.0
1639,10,8.0
24434,10,15.0
20098,10,8.0
8094,10,15.0
7149,10,8.0
5512,10,14.0
22923,10,14.0
24087,10,12.0
6583,10,7.0
22055,10,9.0
22898,10,14.0
19244,10,11.0
24129,10,13.0
24187,10,12.0
4213,10,14.0
22007,10,6.0
19462,10,12.0
22934,10,11.0
24204,10,9.0
6596,10,16.0
23429,10,10.0
3637,10,16.0
22880,10,15.0
6521,10,16.0
3567,10,11.0
3806,10,13.0
22949,10,9.0
12033,10,3.0
23393,10,5.0
19078,10,13.0
6530,10,13.0
7137,10,10.0
24150,10,4.0
22232,11,10.0
22521,11,7.0
23811,11,18.0
21618,11,12.0
19265,11,15.0
20194,11,14.0
3803,11,11.0
5016,11,10.0
4683,11,15.0
23974,11,6.0
5025,11,6.0
24511,11,14.0
24510,11,16.0
22162,11,12.0
4454,11,2.0
21443,11,13.0
19111,11,16.0
24095,11,11.0
5061,11,7.0
1082,11,13.0
5042,11,7.0
15789,11,9.0
22135,11,4.0
24051,11,11.0
19245,11,14.0
24472,11,10.0
19455,11,8.0
23837,11,12.0
4701,11,16.0
23881,11,4.0
4888,11,7.0
22459,11,10.0
3642,11,13.0
24239,11,8.0
4846,11,16.0
23979,11,14.0
24324,11,10.0
3388,11,13.0
22329,11,15.0
4843,11,11.0
22431,11,3.0
19612,11,6.0
21916,11,18.0
19630,11,9.0
3557,11,15.0
16511,11,10.0
1643,11,16.0
16235,11,10.0
22016,11,11.0
24395,11,15.0
20083,11,8.0
17149,11,15.0
23824,11,10.0
20032,11,15.0
23835,11,15.0
3560,11,14.0
3765,11,12.0
19895,11,12.0
19467,11,15.0
21757,11,6.0
23856,11,11.0
24155,11,16.0
24335,11,12.0
21764,11,11.0
22021,11,6.0
16002,11,19.0
16353,11,15.0
21016,11,11.0
6591,11,10.0
22913,11,10.0
22916,11,17.0
22733,11,15.0
22728,11,12.0
23391,11,8.0
23347,11,6.0
23341,11,9.0
22911,11,14.0
23549,11,16.0
23318,11,13.0
14750,11,4.0
23672,11,4.0
5552,11,6.0
23040,11,17.0
23053,11,11.0
7701,11,11.0
10474,11,14.0
6783,11,13.0
6762,11,4.0
6716,11,14.0
23533,11,6.0
22814,11,4.0
23518,11,8.0
12495,11,6.0
12465,11,3.0
23503,11,10.0
12458,11,12.0
23583,11,11.0
12312,11,10.0
6532,11,4.0
23455,11,7.0
11962,11,13.0
22780,11,16.0
23438,11,3.0
14640,11,14.0
6709,11,14.0
6715,11,8.0
22646,11,14.0
7702,11,10.0
22974,11,18.0
7849,11,11.0
23177,11,8.0
8050,11,9.0
23272,11,13.0
23098,11,12.0
8040,11,9.0
23715,11,9.0
14963,11,17.0
22618,11,8.0
23175,11,14.0
23710,11,10.0
8019,11,14.0
23087,11,5.0
8072,11,14.0
22634,11,17.0
23128,11,11.0
22580,11,14.0
7861,11,10.0
23193,11,10.0
23708,11,8.0
23730,11,6.0
19278,12,12.0
6616,12,7.0
11931,12,15.0
24481,12,13.0
3812,12,10.0
19330,12,15.0
23742,12,12.0
19143,12,10.0
20031,12,10.0
7869,12,15.0
24524,12,15.0
4710,12,15.0
24001,12,14.0
24005,12,7.0
23520,12,3.0
23519,12,12.0
6528,12,13.0
20903,12,7.0
21166,12,11.0
23491,12,15.0
6520,12,11.0
7855,12,13.0
12317,12,7.0
18845,12,6.0
17434,12,8.0
6759,12,12.0
24154,12,14.0
8084,12,15.0
19671,12,8.0
2991,12,20.0
23329,12,10.0
7402,12,15.0
24430,12,9.0
21768,12,10.0
23307,12,16.0
21738,12,12.0
7821,12,7.0
19967,12,11.0
23280,12,17.0
2592,12,5.0
24388,12,9.0
20030,12,13.0
21653,12,14.0
22975,12,17.0
3379,12,19.0
1638,12,5.0
22956,12,17.0
11921,12,5.0
22026,12,10.0
1676,12,14.0
22022,12,2.0
8096,12,8.0
23115,12,12.0
22918,12,10.0
23202,12,6.0
24186,12,13.0
11906,12,12.0
22940,12,16.0
3633,12,17.0
22945,12,7.0
23256,12,3.0
23094,12,8.0
10545,12,11.0
24199,12,16.0
22825,12,19.0
22575,12,12.0
7929,12,6.0
23948,12,5.0
23946,12,13.0
15654,12,14.0
22629,12,17.0
5012,12,13.0
23805,12,17.0
4840,12,1.0
5008,12,14.0
23688,12,15.0
22663,12,9.0
22628,12,15.0
23662,12,11.0
23661,12,14.0
16045,12,12.0
22777,12,13.0
23537,12,9.0
23909,12,12.0
22713,12,2.0
6344,12,15.0
23609,12,14.0
16212,12,8.0
16223,12,9.0
22781,12,14.0
5040,12,12.0
23638,12,13.0
23568,12,21.0
5060,12,14.0
15308,12,16.0
5057,12,17.0
16513,12,11.0
5056,12,7.0
15275,12,16.0
12653,12,10.0
15114,12,19.0
23731,12,11.0
22346,12,8.0
23574,12,17.0
23402,13,14.0
22748,13,9.0
3762,13,8.0
20827,13,13.0
22926,13,13.0
23844,13,9.0
3378,13,1.0
7870,13,6.0
3384,13,17.0
23346,13,14.0
7939,13,8.0
3752,13,7.0
15160,13,18.0
7928,13,5.0
23338,13,15.0
4899,13,11.0
22714,13,2.0
23383,13,2.0
16228,13,13.0
23366,13,15.0
20237,13,9.0
22704,13,2.0
20192,13,11.0
8086,13,8.0
23160,13,15.0
20185,13,19.0
24439,13,7.0
23088,13,7.0
23086,13,12.0
15280,13,14.0
1673,13,12.0
21648,13,15.0
4907,13,10.0
5009,13,13.0
5054,13,9.0
24479,13,16.0
23814,13,15.0
23683,13,17.0
10435,13,8.0
21762,13,15.0
24333,13,13.0
7619,13,16.0
21354,13,9.0
22986,13,14.0
22749,13,8.0
1720,13,13.0
23544,13,15.0
23907,13,15.0
19289,13,12.0
23912,13,13.0
4825,13,11.0
24012,13,13.0
22877,13,3.0
19272,13,12.0
19270,13,5.0
18966,13,8.0
6605,13,9.0
22890,13,3.0
22782,13,13.0
23454,13,14.0
6592,13,15.0
23529,13,6.0
4211,13,3.0
4841,13,13.0
12022,13,14.0
23572,13,2.0
24066,13,8.0
22141,13,11.0
24036,13,11.0
12286,13,11.0
12518,13,18.0
22765,13,21.0
12314,13,8.0
6730,13,9.0
6794,13,8.0
6787,13,9.0
22790,13,14.0
4830,13,15.0
23636,13,13.0
20022,14,10.0
23724,14,19.0
20027,14,4.0
8098,14,10.0
22810,14,18.0
8042,14,17.0
15287,14,4.0
24159,14,14.0
12447,14,17.0
19136,14,2.0
14960,14,7.0
20212,14,16.0
1716,14,12.0
4233,14,15.0
5010,14,8.0
5039,14,3.0
23593,14,15.0
24438,14,14.0
22547,14,9.0
24020,14,8.0
23512,14,1.0
23092,14,11.0
22178,14,14.0
5013,14,2.0
22635,14,11.0
1645,14,9.0
23597,14,3.0
22752,14,4.0
10410,14,15.0
23682,14,7.0
19273,14,9.0
23344,14,12.0
22969,14,13.0
23349,14,1.0
6533,14,7.0
7871,14,18.0
23902,14,16.0
21866,14,14.0
23900,14,18.0
22950,14,13.0
23617,14,5.0
7138,14,1.0
23403,14,16.0
16309,14,4.0
23555,14,14.0
4715,14,15.0
5925,14,10.0
22978,14,17.0
20501,14,14.0
23313,14,19.0
23761,14,10.0
2993,14,6.0
3821,14,9.0
12656,14,11.0
24347,15,16.0
23944,15,10.0
22468,15,16.0
4478,15,13.0
23264,15,2.0
12624,15,18.0
23684,15,14.0
6263,15,7.0
20233,15,8.0
8108,15,18.0
23587,15,19.0
23817,15,7.0
4712,15,9.0
23600,15,3.0
7092,15,2.0
5943,15,11.0
4906,15,6.0
1641,15,9.0
7377,15,11.0
23924,15,17.0
5011,15,12.0
23727,15,18.0
23342,15,9.0
22980,15,18.0
22705,15,18.0
1718,15,14.0
24092,15,7.0
20723,15,16.0
15087,15,13.0
22077,15,13.0
15262,15,18.0
23375,15,22.0
3823,15,17.0
20012,15,18.0
22963,15,9.0
23473,15,18.0
23531,16,18.0
20565,16,15.0
1738,16,19.0
23059,16,16.0
23887,16,19.0
23628,16,14.0
23625,16,22.0
24131,16,9.0
23362,16,14.0
11952,16,20.0
14897,16,10.0
23725,16,20.0
20028,16,15.0
23845,16,9.0
8109,16,19.0
5022,16,17.0
23093,16,2.0
8111,17,22.0
23810,17,20.0
23017,17,15.0
1672,17,2.0
23004,17,8.0
19633,17,16.0
23726,17,21.0
23487,17,1.0
19897,18,17.0
23082,18,15.0
8113,18,21.0
20077,19,18.0
22847,19,19.0
